ID,UNIVERSIDAD,ID_universidad,date_created,date_modified,q0001,q0002,q0003,q0004,q0005,q0006,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_other,q0008,q0010,q0011,q0012,q0013,q0014,q0015_0001,q0015_0002,q0015_0003,q0015_0004,q0015_0005,q0015_0006,q0015_0007,q0015_other,q0016,q0017,q0018rc,q0018,q0019,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0020_0007,q0020_0008,q0020_0009,q0020_other,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0021_0005,q0021_0006,q0021_0007,q0021_0008,q0022_0001,q0022_0002,q0022_0003,q0022_0004,q0022_0005,q0022_0006,q0022_0007,q0022_0008,q0022_0009,q0022_0010,q0022_0011,q0022_0012,q0022_0013,q0023_0001,q0023_0002,q0023_0003,q0023_0004,q0023_0005,q0023_0006,q0023_0007,q0023_0008,q0023_0009,q0023_0010,q0023_0011,q0023_other,q0024_0001,q0024_0002,q0024_0003,q0024_0004,q0024_0005,q0024_0006,q0024_0007,q0024_0008,q0024_0009,q0024_0010,q0024_0011,q0024_0012,q0024_0013,q0024_0014,q0024_other,q0025_0001,q0025_0002,q0025_0003,q0025_0004,q0025_0005,q0025_0006,q0025_0007,q0025_0008,q0025_0009,q0025_0010,q0025_0011,q0025_0012,q0025_0013,q0025_0014,q0025_0015,q0025_0016,q0025_0017,q0026_0001,q0026_0002,q0026_0003,q0026_0004,q0026_0005,q0026_0006,q0026_0007,q0026_0008,q0026_0009,q0026_0010,q0026_0011,q0026_0012,q0026_0013,q0027_0001,q0027_0002,q0027_0003,q0027_0004,q0027_0005,q0027_0006,q0027_0007,q0027_0008,q0027_0009,q0027_0010,q0027_0011,q0027_0012,q0027_0013,q0027_0014,q0027_0015,q0027_0016,q0027_0017,q0027_0018,q0028_0001,q0028_0002,q0028_0003,q0028_0004,q0028_0005,q0028_0006,q0028_0007,q0028_0008,q0028_0009,q0028_0010,q0028_other,duelo
4063,5,275,01/17/2023 06:42:03 PM,01/17/2023 07:01:11 PM,1,1,2,2,5,9,1,0,0,,0,"",9,6,2,1,1,2,0,0,0,0,1,,0,"",1,2,1,1,6,0,0,0,0,1,0,0,,0,"",4,4,4,4,4,5,3,4,5,5,3,4,5,3,5,5,3,3,2,3,4,0,0,0,0,1,1,0,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",3,1,3,1,4,4,4,4,1,3,3,4,4,1,2,1,4,5,5,5,5,5,5,4,4,5,1,1,5,5,2,4,3,5,3,3,4,2,3,3,4,3,5,3,4,2,2,3,0,0,0,0,0,1,0,0,,0,"",1
4064,5,276,01/17/2023 01:23:35 PM,01/17/2023 01:39:06 PM,1,1,1,1,19,23,1,0,0,,0,"",9,4,2,2,1,2,1,1,0,0,0,,0,"",2,1,3,3,27,0,0,1,0,1,0,0,,0,"",3,4,3,3,4,4,3,3,3,3,2,3,3,3,3,4,3,4,3,3,3,0,0,0,0,0,1,1,0,0,,0,"",1,0,0,0,0,1,0,0,0,0,1,0,,0,"",2,2,2,1,3,3,2,2,2,2,2,2,2,1,1,1,2,5,5,4,4,4,4,4,1,1,4,1,1,4,3,5,3,3,3,5,5,1,3,3,5,1,5,3,5,3,3,3,0,0,0,0,0,0,0,1,,0,"",1
4067,5,279,01/16/2023 08:50:03 PM,01/17/2023 03:29:25 AM,1,1,2,2,1,9,1,0,0,,0,"",9,2,2,2,2,2,0,0,0,1,0,,0,"",2,2,2,2,27,0,0,0,0,1,0,0,,0,"",3,3,3,3,3,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,0,1,1,1,1,1,0,0,,0,"",,,,,,,,,,,,,1,,"",2,2,3,1,2,3,1,2,1,1,2,2,2,1,1,1,2,2,2,3,1,2,1,4,3,2,3,2,2,3,3,4,3,4,3,3,4,2,3,3,4,3,4,4,3,3,2,3,0,0,0,0,0,0,0,1,,0,"",1
4068,5,280,01/17/2023 02:19:37 AM,01/17/2023 02:30:56 AM,1,1,2,2,4,12,0,0,1,,0,"",9,7,2,2,2,2,1,0,1,1,0,,0,"",2,2,2,2,11,0,0,0,0,1,0,0,,0,"",3,3,2,3,3,3,3,3,2,2,1,1,1,2,2,4,2,2,2,2,2,0,0,0,0,0,1,0,0,0,,0,"",,,,,,,,,,,,,1,,"",2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,3,3,5,5,1,3,1,4,5,3,4,1,5,5,5,5,2,3,3,4,2,5,2,2,4,3,5,0,0,0,0,1,0,0,0,,0,"",1
4069,5,281,01/16/2023 11:26:44 PM,01/16/2023 11:39:55 PM,1,1,2,2,3,9,1,0,0,,0,"",9,6,2,1,2,2,0,1,1,1,0,,0,"",2,2,3,3,5,0,0,0,0,1,0,0,,0,"",5,5,4,3,2,4,1,4,3,4,1,4,4,3,3,5,1,4,4,1,2,1,1,1,1,0,1,0,0,0,,0,"",0,0,1,0,1,1,0,1,0,0,0,0,,0,"",2,3,4,1,2,2,2,4,1,1,2,4,2,1,2,2,4,4,1,5,3,3,2,4,3,4,3,3,1,5,5,5,4,5,3,4,3,1,4,3,5,3,5,3,5,1,1,3,1,0,0,1,0,0,0,0,,0,"",1
4070,5,282,01/16/2023 09:25:55 PM,01/16/2023 09:44:23 PM,1,1,1,1,8,12,1,0,0,,0,"",9,10,2,2,3,2,1,1,0,1,0,,0,"",2,1,1,1,19,0,0,0,0,1,0,0,,0,"",4,5,3,4,3,3,3,4,4,4,2,3,3,4,2,3,2,5,5,2,3,0,0,0,0,0,1,0,0,0,,0,"",0,0,1,1,1,0,1,1,0,0,0,0,,0,"",1,3,3,2,4,4,2,3,3,2,2,3,3,1,1,1,4,5,4,3,4,4,4,3,3,2,4,4,4,1,4,4,3,5,4,5,4,1,1,1,5,2,5,3,4,2,1,1,0,0,0,0,0,0,0,1,,0,"",1
4073,5,285,01/16/2023 01:05:33 PM,01/16/2023 01:16:26 PM,1,1,2,2,5,26,1,0,0,,0,"",26,6,2,1,2,2,1,1,0,1,0,,0,"",2,2,2,2,11,0,0,0,0,1,0,0,,0,"",4,4,5,3,3,4,1,4,2,4,1,5,4,3,3,2,2,4,4,1,2,0,0,0,0,1,1,1,1,0,,0,"",0,0,1,0,1,1,0,1,0,1,0,0,,0,"",3,2,4,2,4,2,2,1,1,2,2,4,4,2,4,2,2,4,1,4,4,5,1,3,1,1,2,1,4,3,4,5,3,5,1,2,5,2,5,3,4,2,5,3,5,1,3,3,0,0,0,0,1,1,0,0,,0,"",1
4074,5,286,01/14/2023 08:45:02 AM,01/15/2023 11:45:36 PM,1,1,1,1,4,9,0,0,1,,0,"",9,8,1,2,1,2,1,0,0,1,0,,0,"",2,1,2,2,13,0,0,0,0,1,0,0,,0,"",3,2,2,1,2,2,1,3,3,2,1,2,3,2,1,1,1,4,2,1,1,0,1,0,0,0,1,0,0,0,,0,"",0,0,1,1,0,0,0,0,0,0,0,0,,0,"",2,2,3,1,2,2,1,1,1,1,2,3,1,1,1,1,1,5,5,4,3,4,3,2,1,1,1,1,1,1,2,2,2,4,4,4,4,2,4,4,4,2,2,2,4,5,,1,0,0,1,0,0,1,0,0,,0,"",1
4076,5,288,01/15/2023 08:01:26 PM,01/15/2023 08:24:02 PM,1,1,2,2,4,9,1,0,0,,0,"",9,6,3,1,1,2,0,1,1,1,0,,0,"",2,2,4,4,1,0,0,1,1,1,0,0,,0,"",4,5,4,4,4,,3,3,5,5,,5,5,3,5,5,3,3,5,3,5,1,1,1,0,0,1,0,0,0,,0,"",1,0,1,0,1,0,1,0,0,1,1,0,,0,"",3,4,3,1,3,3,2,4,2,,,3,2,1,1,1,3,4,1,3,5,5,3,5,5,5,4,4,5,5,4,5,5,5,3,4,4,1,3,4,5,4,4,4,4,2,3,3,0,0,0,0,0,0,0,1,,0,"",1
4078,5,290,01/15/2023 09:47:38 AM,01/15/2023 10:00:21 AM,1,1,2,2,5,9,1,0,0,,0,"",9,8,2,1,2,2,0,1,1,1,0,,0,"",2,2,2,2,13,0,0,0,0,1,0,0,,0,"",3,3,1,4,1,3,1,3,4,4,3,4,3,3,3,3,3,5,3,1,3,0,0,0,1,1,0,1,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,1,0,,0,"",2,2,3,1,4,2,3,3,3,1,2,3,2,2,3,1,1,2,3,2,5,5,4,4,4,4,4,5,4,4,4,5,2,3,4,4,4,1,5,3,5,2,5,4,4,3,2,4,1,1,1,1,1,0,0,0,,0,"",1
4081,5,293,01/14/2023 03:03:05 PM,01/14/2023 07:07:36 PM,1,1,2,2,5,19,1,0,0,,0,"",9,8,2,2,2,2,1,1,0,1,0,,0,"",2,2,2,2,27,0,0,1,0,0,0,0,,0,"",4,4,3,4,4,4,4,3,4,4,2,5,4,4,1,4,1,4,4,1,2,0,0,0,1,1,1,0,0,0,,0,"",0,1,1,0,1,1,0,0,1,0,1,0,,0,"",3,2,4,1,2,3,3,1,1,2,2,4,3,2,3,1,3,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,5,3,3,4,1,3,3,5,3,5,4,3,1,2,3,0,0,0,0,0,0,0,1,,0,"",1
4082,5,294,01/14/2023 06:28:46 PM,01/14/2023 07:04:32 PM,1,1,2,2,5,28,1,0,0,,0,Madre,9,6,2,1,2,2,1,1,0,1,0,,0,"",2,1,1,1,27,0,0,1,0,0,0,0,,0,"",3,4,2,4,3,2,1,2,3,4,3,5,4,1,1,5,1,3,2,1,3,0,0,0,1,1,0,0,1,0,,0,"",1,1,0,0,0,1,0,0,0,0,0,0,,0,"",3,2,2,1,2,4,1,4,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,5,1,4,5,2,5,1,5,2,3,5,1,1,1,5,1,5,2,5,1,3,2,0,0,0,0,0,0,0,1,,0,"",1
4083,5,295,01/14/2023 06:20:00 PM,01/14/2023 06:37:09 PM,1,1,2,2,5,26,,,,,,pareja,26,5,2,2,2,2,0,1,0,1,0,,0,"",2,2,3,3,12,0,0,1,1,1,0,0,,0,"",2,2,1,3,2,2,4,4,4,4,2,4,4,3,3,4,3,3,3,2,2,1,1,1,1,0,0,0,1,0,,0,"",,,,,,,,,,,,,1,,"",4,4,3,1,2,2,2,1,1,2,2,2,1,1,2,1,2,5,5,3,4,3,4,4,3,1,4,2,4,4,4,4,2,5,5,5,4,2,2,2,4,2,2,2,4,2,4,3,0,0,0,0,0,0,0,1,,0,"",1
4090,5,302,01/14/2023 12:15:44 PM,01/14/2023 12:31:37 PM,1,1,1,1,18,9,1,0,0,,0,"",9,10,2,1,2,2,1,0,0,0,0,,0,"",1,2,1,1,17,0,1,0,0,1,0,0,,0,"",2,5,2,2,3,5,1,2,5,5,1,5,5,1,5,5,1,5,5,1,5,1,1,1,1,1,1,1,0,0,,0,"",0,0,0,1,0,0,1,0,0,0,0,0,,0,"",3,1,4,2,2,4,1,1,2,1,3,1,1,1,1,1,1,4,5,5,1,5,4,5,1,1,1,1,1,,3,5,2,5,3,5,5,1,1,1,5,1,5,1,1,1,1,3,0,0,0,0,0,0,0,1,,0,"",1
4097,5,309,01/13/2023 02:11:58 PM,01/13/2023 08:05:47 PM,1,1,2,2,1,26,,,,1,,"",9,2,2,3,2,2,0,1,0,0,0,,0,"",2,2,3,3,27,0,0,0,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4098,5,310,01/13/2023 07:47:52 PM,01/13/2023 07:50:43 PM,1,1,2,2,1,9,1,0,0,,0,"",9,4,1,2,2,2,0,1,1,0,0,,0,"",2,1,1,1,18,0,0,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4101,5,313,01/13/2023 06:51:58 PM,01/13/2023 06:56:06 PM,1,1,2,2,5,9,1,0,0,,0,"",9,2,2,2,2,2,0,1,1,1,0,,0,"",2,2,1,1,27,0,0,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4102,5,314,01/13/2023 06:03:30 PM,01/13/2023 06:16:32 PM,1,1,1,1,5,9,1,0,0,,0,"",9,4,2,1,2,2,0,1,0,1,0,,0,"",1,2,1,1,22,0,1,0,0,0,0,0,,0,"",3,4,3,4,3,3,2,3,3,4,2,3,3,3,2,3,2,3,3,2,2,1,1,1,1,1,0,0,0,0,,0,"",0,0,1,0,0,0,1,0,1,0,0,0,,0,"",2,2,3,1,2,2,2,1,2,2,2,3,3,1,1,2,3,5,4,5,5,4,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,3,3,3,4,2,3,2,4,3,3,3,0,0,0,0,0,1,0,0,,0,"",1
4103,5,315,01/13/2023 06:03:27 PM,01/13/2023 06:05:42 PM,1,1,1,1,1,9,1,0,0,,0,"",9,2,1,1,1,2,0,1,0,1,0,,0,"",2,2,4,4,14,0,0,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4105,5,317,01/13/2023 05:43:46 PM,01/13/2023 05:54:25 PM,1,1,2,2,6,9,0,1,0,,0,"",9,10,2,1,2,2,0,0,0,1,0,,0,"",1,2,1,1,9,0,0,0,0,1,0,0,,0,"",4,4,4,4,4,3,2,2,2,4,1,5,3,3,2,4,1,5,2,1,2,1,1,0,0,0,0,0,0,0,,0,"",0,0,1,0,0,0,0,0,0,0,0,0,,0,"",2,1,4,1,2,2,1,2,2,2,4,2,1,4,3,2,4,3,4,4,5,5,4,3,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,0,"",1
4108,5,320,01/13/2023 04:34:10 PM,01/13/2023 04:45:34 PM,1,1,2,2,5,19,1,0,0,,0,"",9,8,2,1,1,2,0,1,0,1,0,,0,"",2,2,2,2,13,0,0,0,0,1,0,0,,0,"",2,1,1,1,2,1,1,1,2,4,2,3,2,1,1,1,1,3,2,1,1,0,0,0,0,0,1,0,0,0,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",2,1,2,1,2,2,1,3,1,3,4,4,2,1,1,1,1,5,4,4,3,5,3,5,1,1,1,1,4,5,4,5,3,5,3,4,5,1,2,2,5,3,5,2,4,2,2,3,0,0,0,1,0,1,0,0,,0,"",1
4112,5,324,01/13/2023 04:13:35 PM,01/13/2023 04:17:59 PM,1,1,1,1,4,9,1,0,0,,0,"",9,2,2,2,1,2,1,1,0,1,0,,0,"",2,3,2,2,9,0,0,1,0,0,0,0,,0,"",1,1,1,1,3,4,3,1,1,4,1,5,1,1,1,5,1,5,1,1,5,1,1,1,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,1,,"",1,1,1,1,4,3,1,1,1,4,1,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4113,5,325,01/13/2023 04:05:45 PM,01/13/2023 04:16:12 PM,1,1,2,2,4,9,1,0,0,,0,"",9,6,1,1,2,2,,,,,,1,,"",1,2,1,1,18,0,0,1,0,0,0,0,,0,"",1,2,2,1,1,1,4,2,3,4,1,5,4,3,4,4,2,2,1,1,4,0,0,0,0,0,0,0,1,0,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",1,1,4,1,2,2,2,1,1,4,4,1,2,1,2,1,2,1,1,4,1,1,1,2,1,1,1,1,1,1,1,5,1,5,5,2,5,4,5,5,5,1,5,1,5,5,4,3,0,0,0,0,0,0,0,1,,0,"",1
4115,5,327,01/13/2023 03:46:05 PM,01/13/2023 03:59:41 PM,1,1,2,2,6,23,1,0,0,,0,"",9,10,2,2,2,2,0,1,1,1,0,,0,"",2,2,1,1,20,0,1,0,0,0,0,0,,0,"",4,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,2,5,1,1,1,1,1,0,0,0,0,,0,"",1,1,1,1,1,0,1,1,1,1,0,0,,0,"",1,1,3,1,4,4,1,1,1,1,2,2,3,3,3,1,1,3,4,,1,1,1,1,1,1,1,1,3,3,5,5,1,5,1,5,5,2,5,5,5,1,5,5,5,1,1,1,0,0,1,0,0,0,0,0,,0,"",1
4117,5,329,01/13/2023 03:41:04 PM,01/13/2023 03:48:10 PM,1,1,2,2,3,28,1,0,0,,0,"",9,1,2,1,1,1,1,0,0,1,0,,0,"",1,2,1,1,7,0,1,0,0,0,0,0,,0,"",4,5,4,3,5,5,4,3,5,5,5,5,5,5,4,5,5,5,4,5,5,1,1,1,0,0,1,0,1,0,,0,"",0,0,1,1,0,0,0,1,0,0,0,0,,0,"",1,2,3,1,3,2,3,1,1,1,2,2,3,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4121,5,333,01/13/2023 02:48:26 PM,01/13/2023 03:08:26 PM,1,1,2,2,13,9,1,0,0,,0,"",9,9,2,2,2,2,0,1,1,0,0,,0,"",2,2,2,2,16,0,0,0,0,1,0,1,,0,"",4,4,3,3,3,2,3,2,3,4,3,4,3,3,3,3,3,5,3,3,4,0,1,0,0,0,0,0,0,0,,0,"",1,0,1,1,0,0,1,0,1,0,0,0,,0,"",2,1,3,1,2,2,2,1,1,1,2,3,3,1,2,1,2,3,2,3,1,3,4,4,3,1,1,1,4,1,4,5,2,5,4,4,4,2,4,3,5,2,5,2,4,3,3,2,0,0,1,0,1,1,0,0,,0,"",1
4122,5,334,01/13/2023 02:58:51 PM,01/13/2023 03:05:48 PM,1,1,2,1,2,9,1,0,0,,0,"",9,2,2,1,2,2,0,1,0,0,0,,0,"",2,2,3,3,26,1,0,0,0,1,0,1,,0,"",3,4,1,5,4,4,4,5,4,4,3,5,5,5,5,5,5,5,5,3,5,0,0,0,0,1,1,1,1,0,,0,"",1,0,1,0,0,0,0,1,0,1,0,0,,0,"",4,4,3,1,4,4,4,4,3,2,2,4,4,2,2,4,4,5,5,4,5,5,5,5,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4126,5,338,01/13/2023 02:45:13 PM,01/13/2023 02:54:17 PM,1,1,2,2,1,12,1,0,0,,0,"",9,2,2,1,1,2,0,1,0,1,0,,0,"",2,2,1,1,19,0,0,1,0,0,0,0,,0,"",4,5,5,3,4,3,2,4,2,4,1,5,2,2,4,4,1,3,2,1,1,0,0,0,0,0,0,0,0,1,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",1,1,3,2,2,1,2,1,1,3,2,4,4,1,4,2,1,5,3,2,3,3,1,2,2,1,2,1,1,1,2,5,2,4,4,2,4,2,4,4,4,2,4,2,4,2,2,2,1,0,0,0,0,0,0,0,,0,"",1
4130,5,342,01/13/2023 02:29:54 PM,01/13/2023 02:38:06 PM,1,1,2,2,10,9,0,0,0,,1,Trabajo,9,10,1,1,2,2,1,0,0,0,0,,0,"",2,2,4,4,7,0,0,1,0,1,0,0,,0,"",5,3,5,5,5,5,5,5,5,4,3,4,4,4,3,5,3,3,5,1,1,1,1,1,1,1,1,0,0,0,,0,"",0,0,1,1,0,0,0,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4132,5,344,01/13/2023 02:18:37 PM,01/13/2023 02:24:20 PM,1,1,2,2,1,26,1,0,0,,0,"",26,2,1,1,2,2,0,1,0,1,0,,0,"",2,2,1,1,21,0,0,0,0,1,0,0,,0,"",3,2,1,1,2,1,1,1,1,4,1,1,1,1,1,3,1,4,3,1,1,1,1,1,1,1,0,0,0,0,,0,"",0,0,0,0,0,0,0,0,0,0,0,1,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4133,5,345,01/13/2023 02:12:02 PM,01/13/2023 02:22:41 PM,1,1,2,2,8,26,0,0,1,,0,"",9,12,2,2,2,2,1,0,0,1,0,,0,"",2,2,3,3,7,0,0,0,0,1,0,0,,0,"",4,4,4,4,4,2,2,4,4,4,2,3,4,4,2,4,2,5,4,2,2,0,0,0,0,0,0,1,1,0,,0,"",0,0,1,0,0,1,0,0,0,0,1,0,,0,"",3,3,3,1,3,3,3,3,3,1,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,5,1,1,5,1,2,1,5,1,5,2,5,1,1,1,1,0,1,0,0,1,0,0,,0,"",1
4135,5,347,01/13/2023 02:15:27 PM,01/13/2023 02:20:58 PM,1,1,2,2,1,28,1,0,0,,0,"",28,2,1,1,1,2,0,1,0,1,0,,0,"",2,1,3,3,6,0,0,0,0,1,0,0,,0,"",5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,,0,"",0,0,0,0,1,0,0,0,0,0,0,0,,0,"",2,1,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,,0,"",1
4136,5,348,01/13/2023 02:16:08 PM,01/13/2023 02:20:14 PM,1,1,2,2,8,9,1,0,0,,0,"",9,6,2,1,2,2,0,1,0,0,0,,0,"",2,2,4,4,13,0,0,0,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4139,5,351,01/13/2023 02:08:18 PM,01/13/2023 02:18:29 PM,1,1,2,2,4,9,1,0,0,,0,"",9,8,2,1,2,2,1,1,1,0,0,,0,"",2,2,2,2,13,0,0,0,0,1,0,0,,0,"",2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,0,0,0,0,,0,"",1,1,1,0,0,1,0,0,0,0,0,0,,0,"",3,3,3,1,2,2,2,3,2,1,2,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,3,5,3,5,5,1,3,3,5,3,5,3,3,3,3,3,1,0,0,0,1,0,0,0,,0,"",1
4141,5,353,01/13/2023 02:09:03 PM,01/13/2023 02:16:24 PM,1,1,1,1,23,9,1,0,0,,0,"",9,7,2,2,2,2,0,0,0,0,0,,1,Trabajo,2,2,1,1,25,0,0,1,0,0,0,0,,0,"",1,1,1,1,1,1,1,1,3,2,1,4,4,1,1,2,1,4,1,2,1,0,0,0,0,1,0,0,0,0,,0,"",0,0,0,0,0,0,0,1,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4142,5,354,01/13/2023 02:10:38 PM,01/13/2023 02:15:58 PM,1,1,2,2,5,9,1,0,0,,0,"",9,6,2,2,2,2,0,0,0,0,0,,1,Continuidad de mi emprendimiento,2,2,1,1,7,0,0,1,0,0,0,0,,0,"",2,4,2,3,4,1,3,4,4,5,3,5,5,4,4,5,,5,5,3,4,1,1,1,1,1,0,0,0,0,,0,"",0,0,1,1,0,0,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4147,5,359,01/13/2023 02:07:02 PM,01/13/2023 02:10:21 PM,1,1,2,2,2,9,1,0,0,,0,"",9,4,2,3,1,2,0,1,0,1,0,,0,"",1,2,2,2,14,0,0,0,0,1,0,0,,0,"",3,2,2,2,2,2,2,2,3,4,1,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,,0,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4150,5,362,01/12/2023 08:55:52 PM,01/12/2023 09:04:48 PM,1,1,2,2,2,12,1,0,0,,0,"",9,4,2,2,2,2,1,1,1,1,0,,0,"",2,2,6,6,9,0,0,0,1,1,0,1,,0,"",4,5,4,2,5,5,2,5,5,5,2,2,4,2,3,3,2,2,4,2,2,1,0,0,0,0,0,0,0,0,,0,"",1,1,1,1,1,1,1,1,1,1,1,0,,0,"",2,2,4,2,2,4,4,2,2,2,4,2,2,4,4,2,4,2,5,2,5,5,5,5,5,5,5,,5,3,3,2,2,5,5,5,5,2,2,2,5,2,5,3,3,3,3,3,0,0,0,0,0,0,0,1,,0,"",1
4151,5,363,01/12/2023 12:35:06 PM,01/12/2023 12:37:27 PM,1,1,2,2,1,26,1,0,0,,0,"",26,2,1,3,3,2,1,1,0,1,0,,0,"",1,2,,0,1,,,,,,,,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4154,5,366,01/11/2023 05:06:49 PM,01/11/2023 05:17:35 PM,1,1,2,2,7,9,1,0,0,,0,"",9,10,2,2,2,2,0,0,1,1,0,,0,"",2,2,2,2,6,0,1,0,0,1,0,0,,0,Papá y hermanas,4,4,4,5,5,4,3,5,5,5,3,5,5,5,5,5,5,5,3,3,5,1,1,1,1,1,0,0,1,0,,0,"",1,0,0,0,0,0,0,0,0,1,1,0,,0,"",2,2,,1,2,2,1,1,1,1,1,1,2,1,2,2,2,3,1,2,3,1,1,3,1,3,1,1,1,1,4,4,3,4,4,4,,4,4,4,4,4,4,4,4,4,4,3,0,1,0,0,0,0,0,0,,0,"",1
4155,5,367,01/11/2023 02:16:52 PM,01/11/2023 02:20:55 PM,1,1,2,2,7,26,1,0,0,,0,mi hermana menor,9,10,1,2,1,2,1,0,0,0,0,,0,"",2,2,3,3,13,0,0,1,0,1,0,0,,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1
4163,5,375,01/11/2023 08:29:22 AM,01/11/2023 08:35:57 AM,1,1,2,2,3,9,1,0,0,,0,"",9,6,2,2,1,1,1,1,0,1,0,,0,"",1,2,1,1,7,0,0,0,0,0,0,1,,0,"",4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,,,,,,,,,,1,,"",,,,,,,,,,,,,1,,"",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,1,,"",1
